# time	Xh_Frames	P100_Output	Drive_Eh1	Laser_probe	
9.051875000000007725e-08	-1.218750000000001776e-02	1.093750000000004441e-03	7.031249999999988898e-03	-2.429687499999999556e-03
9.055875000000006967e-08	3.828125000000071054e-03	-1.359374999999996003e-03	-3.734375000000011990e-03	-1.835937499999995559e-03
9.059875000000007532e-08	9.531250000000213163e-03	7.812500000000111022e-04	-1.093750000000226485e-04	-2.187500000000008882e-03
9.063875000000006774e-08	-3.429687499999989342e-02	9.687500000000182077e-04	-3.328125000000015099e-03	5.624999999999935607e-04
9.067875000000007339e-08	-4.921874999999964473e-02	2.968750000000297540e-04	2.140624999999951594e-03	-7.421875000000188738e-04
9.071875000000006581e-08	-5.453124999999969802e-02	5.250000000000032419e-03	4.062499999999968914e-04	-2.773437500000003331e-03
9.075875000000007146e-08	-2.671874999999968026e-02	-1.749999999999973799e-03	5.156249999999640288e-04	-1.187500000000007994e-03
9.079875000000007711e-08	-2.789062499999994671e-02	-4.015624999999967137e-03	7.968749999999746869e-04	6.406250000000057732e-04
9.083875000000006953e-08	-2.609374999999980460e-02	-4.046875000000005329e-03	7.046874999999952482e-03	-8.203125000000033307e-04
9.087875000000007518e-08	-3.679687499999984013e-02	-5.609374999999972022e-03	4.937499999999983569e-03	2.812499999999829026e-04
9.091875000000006760e-08	-1.679687499999982236e-02	-4.781250000000014655e-03	6.718749999999884537e-04	9.921874999999913403e-04
9.095875000000007325e-08	2.343750000000088818e-03	-4.921874999999964473e-03	3.312499999999996003e-03	-1.648437500000016209e-03
9.099875000000006567e-08	5.625000000000213163e-03	-6.000000000000005329e-03	-2.625000000000043965e-03	-1.085937499999994893e-03
9.103875000000007132e-08	-7.421874999999911182e-03	-5.578124999999989342e-03	-5.828125000000017319e-03	3.593749999999951150e-04
9.107875000000007697e-08	-2.187499999999964473e-02	-4.515624999999967581e-03	-4.375000000000350830e-04	-8.359374999999946709e-04
9.111875000000006939e-08	-2.148437500000000000e-02	-9.265624999999999556e-03	-3.265625000000049738e-03	-2.296875000000003775e-03
9.115875000000007504e-08	-6.328125000000017764e-03	-2.046875000000003553e-03	-7.812500000003996803e-05	-1.328125000000013323e-03
9.119875000000006746e-08	-1.640624999999973355e-02	2.656249999999915623e-04	-4.390625000000036859e-03	-2.617187500000006661e-03
9.123875000000007311e-08	-8.906249999999893419e-03	-3.750000000000142109e-04	-4.296875000000033307e-03	7.812499999981792342e-06
9.127875000000006553e-08	-3.320312500000000000e-02	1.562500000001909584e-05	3.000000000000002665e-03	2.195312499999990674e-03
9.131875000000007118e-08	-2.234374999999966249e-02	-1.343749999999976907e-03	4.453125000000002220e-03	-6.640625000000066613e-04
9.135875000000007683e-08	-2.882812499999998224e-02	-1.203124999999971578e-03	1.453124999999999556e-03	-1.765624999999992895e-03
9.139875000000006925e-08	-3.203124999999973355e-02	-5.468749999999966693e-03	-9.062499999999973355e-04	-1.515624999999992673e-03
9.143875000000007490e-08	-2.968749999999964473e-02	-9.093750000000011546e-03	-7.453125000000004885e-03	-2.117187500000006217e-03
9.147875000000006732e-08	-2.156249999999992895e-02	-4.343749999999979572e-03	-1.312500000000049738e-03	3.671875000000046629e-04
9.151875000000007297e-08	-2.054687499999996447e-02	-1.937499999999980904e-03	7.890624999999984457e-03	-7.734375000000015543e-04
9.155875000000006539e-08	-5.492187499999978684e-02	-7.343750000000093259e-04	5.546874999999951150e-03	2.281249999999984679e-03
9.159875000000007104e-08	-2.390625000000001776e-02	5.625000000000213163e-04	-3.000000000000002665e-03	-9.453125000000173195e-04
9.163875000000007669e-08	-5.312500000000053291e-03	-1.468749999999963141e-03	-4.781250000000014655e-03	6.171875000000048850e-04
9.167875000000006911e-08	-1.796874999999698019e-03	-1.796874999999975575e-03	-5.296875000000034195e-03	-5.781250000000126565e-04
9.171875000000007476e-08	-5.570312499999996447e-02	-5.390624999999982236e-03	3.828124999999960032e-03	-7.109375000000084377e-04
9.175875000000006718e-08	-5.476562499999992895e-02	-8.609374999999974687e-03	2.343749999999533706e-04	4.531249999999986677e-04
9.179875000000007283e-08	-1.710937499999998224e-02	-8.671874999999995559e-03	-2.171875000000045297e-03	9.062499999999973355e-04
9.183875000000006525e-08	3.390625000000024869e-02	1.265624999999992450e-03	-5.531250000000043077e-03	-2.031249999999984457e-04
9.187875000000007090e-08	3.640625000000019540e-02	-4.843749999999813483e-04	-1.062500000000021760e-03	-9.062499999999973355e-04
9.191875000000007655e-08	-3.976562499999980460e-02	-2.624999999999988454e-03	3.906249999999777955e-04	2.140625000000007105e-03
9.195875000000006897e-08	-2.257812499999989342e-02	-2.843749999999978240e-03	1.156249999999969802e-03	-8.671875000000051070e-04
9.199875000000007462e-08	-3.648437499999968026e-02	-5.609374999999972022e-03	3.718749999999992895e-03	-1.976562500000000888e-03
9.203875000000006704e-08	-2.523437499999969802e-02	8.437500000000319744e-04	2.984374999999983569e-03	-4.171875000000019318e-03
9.207875000000007269e-08	-2.523437499999969802e-02	-4.843749999999813483e-04	2.578124999999986677e-03	-1.125000000000014877e-03
9.211875000000006511e-08	-3.726562499999985789e-02	-5.500000000000004885e-03	3.656249999999972022e-03	-2.492187499999992673e-03
9.215875000000007076e-08	-1.554687499999962697e-02	9.687500000000182077e-04	3.140624999999952482e-03	6.093749999999953371e-04
9.219875000000007641e-08	-1.960937499999992895e-02	-1.749999999999973799e-03	-3.984375000000039968e-03	-3.750000000000142109e-04
9.223875000000006883e-08	-8.046874999999786837e-03	2.500000000000279776e-04	-2.468750000000019540e-03	3.671875000000046629e-04
9.227875000000007448e-08	1.726562500000028422e-02	1.562500000000244249e-04	-2.078125000000041744e-03	3.984374999999873435e-04
9.231875000000006690e-08	-1.843749999999966249e-02	-1.046875000000002665e-03	3.828124999999960032e-03	7.812499999998445688e-05
9.235875000000007255e-08	-2.609374999999980460e-02	-5.906250000000001776e-03	1.843749999999977351e-03	2.460937499999982236e-03
9.239875000000006497e-08	-2.882812499999998224e-02	-3.000000000000002665e-03	3.812499999999996447e-03	-9.296874999999982236e-04
9.243875000000007062e-08	-1.859374999999996447e-02	-4.046875000000005329e-03	3.968749999999965361e-03	-1.898437500000016431e-03
9.247875000000007627e-08	4.921874999999964473e-03	-3.406249999999999556e-03	-7.890625000000039968e-03	-4.289062499999996003e-03
9.251875000000006869e-08	1.398437500000015987e-02	-2.218749999999991562e-03	-4.968750000000021760e-03	-1.398437500000015987e-03
9.255875000000007434e-08	-9.609374999999698019e-03	-7.718749999999996447e-03	2.937499999999981792e-03	-8.593749999999400480e-05
9.259875000000006676e-08	-3.664062499999998224e-02	-2.718749999999992006e-03	7.812499999998445688e-05	-2.695312500000018874e-03
9.263875000000007241e-08	-2.921874999999962697e-02	-1.687500000000008438e-03	-1.265625000000047962e-03	-1.015624999999992228e-03
9.267875000000006483e-08	-7.812499999997335465e-04	4.078124999999988010e-03	-5.437500000000039524e-03	4.843749999999813483e-04
9.271875000000007048e-08	-3.531249999999985789e-02	-2.031249999999706901e-04	-2.140625000000007105e-03	-6.953125000000170974e-04
9.275875000000007613e-08	-2.039062499999966249e-02	-3.249999999999975131e-03	1.874999999999515943e-04	-2.304687500000013323e-03
9.279875000000006855e-08	-1.953125000000000000e-03	-8.718749999999997335e-03	2.234374999999955147e-03	-3.992187499999994005e-03
9.283875000000007420e-08	-3.804687500000003553e-02	-2.249999999999974243e-03	-7.656250000000475175e-04	-1.562499999999994449e-03
9.287875000000006662e-08	-2.015624999999987566e-02	-4.437499999999983125e-03	-1.078125000000040856e-03	-3.281250000000124345e-04
9.291875000000007227e-08	-4.531249999999875655e-03	-3.953125000000001776e-03	1.171874999999988898e-03	0.000000000000000000e+00
9.295875000000007793e-08	-1.843749999999966249e-02	-5.343749999999980460e-03	5.624999999999658051e-04	-2.078125000000013989e-03
9.299875000000007034e-08	-3.195312499999980460e-02	-5.249999999999976907e-03	2.843749999999978240e-03	-1.968750000000019096e-03
9.303875000000007599e-08	-2.390625000000001776e-02	1.203125000000027089e-03	-3.765625000000050182e-03	-1.093749999999948930e-04
9.307875000000006841e-08	-3.906250000000000000e-02	-5.078124999999988898e-03	-2.656250000000026645e-03	-2.265624999999993339e-04
9.311875000000007406e-08	1.718750000000035527e-02	-6.593750000000009326e-03	2.453125000000000444e-03	-1.640625000000006661e-03
9.315875000000006648e-08	3.765624999999994671e-02	-6.218749999999995115e-03	-3.468750000000020428e-03	-1.507812500000010880e-03
9.319875000000007213e-08	1.226562499999994671e-02	-8.421874999999967581e-03	-5.312500000000386358e-04	-2.867187500000006883e-03
9.323875000000007779e-08	-3.757812500000001776e-02	1.546875000000003109e-03	-2.671875000000045741e-03	5.156249999999917843e-04
9.327875000000007020e-08	-2.859374999999975131e-02	2.781250000000012879e-03	2.796874999999976463e-03	2.906249999999999112e-03
9.331875000000007585e-08	1.921875000000028422e-02	-1.484374999999982236e-03	7.484374999999987566e-03	-4.218750000000159872e-04
9.335875000000006827e-08	5.546875000000284217e-03	-2.984374999999983569e-03	6.531249999999988454e-03	6.093749999999953371e-04
9.339875000000007392e-08	-3.390624999999980460e-02	-7.796874999999980904e-03	1.109374999999968026e-03	-6.249999999999311662e-05
9.343875000000006634e-08	-4.156249999999994671e-02	-6.796874999999980016e-03	-2.484375000000038636e-03	3.359374999999942268e-04
9.347875000000007199e-08	-2.101562499999998224e-02	-2.234375000000010658e-03	3.984374999999984457e-03	8.203125000000033307e-04
9.351875000000007765e-08	-1.218750000000001776e-02	-4.406250000000000444e-03	1.781249999999956479e-03	3.671875000000046629e-04
9.355875000000007006e-08	-1.156249999999969802e-02	1.218749999999990674e-03	3.937499999999982681e-03	-2.812499999999995559e-03
9.359875000000007572e-08	-3.749999999999698019e-03	-7.343750000000093259e-04	3.171874999999990674e-03	-1.632812499999997113e-03
9.363875000000006813e-08	-3.437499999999982236e-02	8.124999999999937828e-04	5.937499999999484857e-04	7.265624999999997780e-04
9.367875000000007378e-08	-5.289062499999985789e-02	-4.718749999999993783e-03	3.281249999999569233e-04	-2.500000000000002220e-04
9.371875000000006620e-08	-2.437500000000003553e-02	-8.906250000000004441e-03	7.343749999999982236e-03	9.375000000000355271e-05
9.375875000000007185e-08	-1.703125000000005329e-02	-8.062499999999972466e-03	1.515624999999964917e-03	-2.593750000000005773e-03
9.379875000000007751e-08	6.562500000000248690e-03	-8.062499999999972466e-03	-6.875000000000075495e-04	9.375000000000077716e-04
9.383875000000006992e-08	-1.468749999999996447e-02	-2.234375000000010658e-03	-9.843750000000373035e-04	-5.312500000000108802e-04
9.387875000000007558e-08	-2.054687499999996447e-02	1.562500000001909584e-05	-2.796875000000031974e-03	-7.812500000009547918e-06
9.391875000000006799e-08	-2.257812499999989342e-02	-1.515624999999964917e-03	-1.531250000000039524e-03	-4.609375000000082157e-04
9.395875000000007364e-08	-1.124999999999998224e-02	1.875000000000071054e-04	-5.937500000000039968e-04	-1.000000000000000888e-03
9.399875000000006606e-08	-1.585937499999978684e-02	-4.390624999999981348e-03	-1.625000000000043077e-03	-5.312500000000108802e-04
9.403875000000007171e-08	-1.093749999999893419e-03	-2.609374999999969358e-03	-2.390625000000035083e-03	6.249999999999311662e-05
9.407875000000007737e-08	-3.109374999999969802e-02	-4.109374999999970690e-03	3.265624999999994227e-03	-2.398437500000016875e-03
9.411875000000006978e-08	-3.210937499999966249e-02	2.968750000000297540e-04	1.562499999999966693e-03	9.140625000000068834e-04
9.415875000000007544e-08	-1.281249999999989342e-02	-1.781250000000011990e-03	-2.953125000000000888e-03	-6.640625000000066613e-04
9.419875000000006785e-08	-1.281249999999989342e-02	4.921875000000019984e-03	-6.359375000000000444e-03	2.031249999999984457e-04
9.423875000000007351e-08	-2.390625000000001776e-02	-1.281250000000011546e-03	-6.406250000000057732e-04	3.124999999999933387e-04
9.427875000000006592e-08	-2.101562499999998224e-02	-2.921874999999962697e-03	1.124999999999987121e-03	2.656249999999915623e-04
9.431875000000007157e-08	-3.867187499999991118e-02	-7.765624999999998224e-03	8.437499999999764633e-04	8.359374999999946709e-04
9.435875000000007723e-08	1.281250000000033751e-02	-7.421874999999966693e-03	2.468749999999964029e-03	8.593749999999955591e-04
9.439875000000006964e-08	2.656250000000026645e-02	-2.562499999999967581e-03	-2.656250000000026645e-03	-2.609374999999997113e-03
9.443875000000007530e-08	2.921875000000007105e-02	-3.515624999999966693e-03	-4.687500000000177636e-05	-1.929687499999999112e-03
9.447875000000006771e-08	-1.804687500000001776e-02	-2.484374999999983125e-03	-3.281250000000124345e-04	-1.609374999999996225e-03
9.451875000000007337e-08	-1.562499999999911182e-03	-3.578124999999987566e-03	-2.656250000000470735e-04	-1.250000000000001110e-03
9.455875000000006578e-08	-1.515624999999998224e-02	-3.906250000000000000e-03	3.843749999999979128e-03	-4.484375000000012657e-03
9.459875000000007143e-08	1.203125000000015987e-02	-2.843749999999978240e-03	5.624999999999658051e-04	-1.390625000000006439e-03
9.463875000000007709e-08	7.500000000000284217e-03	-2.171874999999989786e-03	1.500000000000001332e-03	2.109374999999802380e-04
9.467875000000006950e-08	-1.062499999999966249e-02	-2.687500000000009326e-03	1.656249999999970246e-03	3.359374999999942268e-04
9.471875000000007516e-08	-3.007812499999973355e-02	-3.843749999999979128e-03	1.156249999999969802e-03	-2.046875000000003553e-03
9.475875000000006757e-08	-3.320312500000000000e-02	-9.374999999999966693e-03	-3.375000000000016875e-03	4.531249999999986677e-04
9.479875000000007323e-08	-1.484374999999982236e-02	-2.249999999999974243e-03	-4.218750000000159872e-04	-8.828124999999964473e-04
9.483875000000006564e-08	-1.476562499999989342e-02	-3.437499999999760192e-04	-1.906249999999998224e-03	9.531249999999991118e-04
9.487875000000007129e-08	-2.499999999999946709e-03	4.124999999999989786e-03	-2.140625000000007105e-03	-1.484375000000009992e-03
9.491875000000007695e-08	-5.992187499999968026e-02	-1.015624999999964473e-03	3.390624999999980460e-03	-1.546875000000003109e-03
9.495875000000006936e-08	-4.820312499999968026e-02	-2.781250000000012879e-03	-3.625000000000044853e-03	2.640625000000007550e-03
9.499875000000007502e-08	-7.890624999999928946e-03	-2.406249999999998668e-03	-4.218750000000159872e-04	1.132812499999996669e-03
9.503875000000006743e-08	2.835937499999996447e-02	7.656249999999920064e-04	3.359374999999997780e-03	-1.718750000000157652e-04
9.507875000000007309e-08	1.718750000000213163e-03	-1.140625000000006217e-03	9.687499999999626965e-04	-2.593750000000005773e-03
9.511875000000006550e-08	-3.437499999999982236e-03	3.437500000000315303e-04	-2.937500000000037303e-03	-2.867187500000006883e-03
9.515875000000007116e-08	-3.273437499999998224e-02	-1.406250000000053291e-04	-6.359375000000000444e-03	-2.906249999999999112e-03
9.519875000000007681e-08	-4.453124999999946709e-03	-8.437499999999764633e-04	-7.031250000000266454e-04	-2.351562500000015099e-03
9.523875000000006922e-08	1.132812500000035527e-02	-6.562499999999693578e-04	2.484374999999983125e-03	-2.460937500000009992e-03
9.527875000000007488e-08	-1.640624999999973355e-02	-4.374999999999795719e-04	3.421874999999963141e-03	-3.125000000001043610e-05
9.531875000000006729e-08	-2.726562499999962697e-02	-7.968749999999746869e-04	3.562499999999968470e-03	-5.624999999999935607e-04
9.535875000000007295e-08	-9.375000000000355271e-04	-5.890624999999982681e-03	4.218749999999604761e-04	2.656249999999915623e-04
9.539875000000006536e-08	5.781250000000071054e-03	-8.124999999999993339e-03	6.093749999999675815e-04	-2.437500000000009104e-03
9.543875000000007102e-08	-1.960937499999992895e-02	-6.749999999999978240e-03	3.937499999999982681e-03	-1.328125000000013323e-03
9.547875000000007667e-08	-2.421875000000017764e-03	-3.015624999999966249e-03	-5.000000000000004441e-04	6.796874999999980016e-04
9.551875000000006908e-08	-3.898437499999962697e-02	4.687500000000177636e-05	-6.390625000000038636e-03	-9.921875000000190958e-04
9.555875000000007474e-08	-5.312500000000053291e-03	-5.187500000000011546e-03	-6.734375000000014655e-03	-8.671875000000051070e-04
9.559875000000006715e-08	-1.398437499999971578e-02	-2.249999999999974243e-03	3.765624999999994671e-03	-5.703125000000031086e-04
9.563875000000007281e-08	1.960937500000037303e-02	-4.843749999999980016e-03	5.640624999999954703e-03	-2.328125000000014211e-03
9.567875000000006522e-08	4.296875000000088818e-03	-4.687500000000177636e-05	6.249999999999866773e-04	-1.070312500000003553e-03
9.571875000000007088e-08	-1.710937499999998224e-02	-2.656249999999915623e-04	-8.125000000000492939e-04	-2.484375000000010880e-03
9.575875000000007653e-08	-9.375000000000355271e-04	-3.000000000000002665e-03	-1.875000000000071054e-04	-2.804687500000013767e-03
9.579875000000006895e-08	-8.281250000000017764e-03	-6.562499999999971134e-03	-2.812500000000051070e-03	7.421874999999911182e-04
9.583875000000007460e-08	-1.593749999999971578e-02	-6.687500000000012879e-03	1.265624999999992450e-03	2.695312499999991118e-03
9.587875000000006701e-08	-1.695312499999968026e-02	-2.421874999999962252e-03	3.906249999999777955e-04	-7.890624999999928946e-04
9.591875000000007267e-08	-1.210937499999964473e-02	1.937500000000036415e-03	3.453125000000001332e-03	-1.859374999999996447e-03
9.595875000000006508e-08	-1.124999999999998224e-02	5.968750000000022649e-03	3.015624999999966249e-03	-1.179687499999998446e-03
9.599875000000007074e-08	-3.976562499999980460e-02	-1.656249999999970246e-03	1.203124999999971578e-03	5.000000000000004441e-04
9.603875000000007639e-08	-2.882812499999998224e-02	-4.109374999999970690e-03	6.718749999999995559e-03	-6.640625000000066613e-04
9.607875000000006881e-08	-3.593749999999840128e-03	1.953125000000000000e-03	1.500000000000001332e-03	4.453124999999891198e-04
9.611875000000007446e-08	1.750000000000007105e-02	-1.843749999999977351e-03	-5.609375000000027534e-03	7.734375000000015543e-04
9.615875000000006687e-08	1.460937500000003553e-02	-5.546875000000006661e-03	-9.765625000000000000e-03	1.093749999999948930e-04
9.619875000000007253e-08	-3.445312499999975131e-02	-3.343749999999978684e-03	-4.843750000000368594e-04	-2.835937499999996447e-03
9.623875000000006494e-08	-4.429687499999968026e-02	-5.500000000000004885e-03	6.687499999999957367e-03	-1.289062499999993339e-03
9.627875000000007060e-08	-2.265624999999982236e-02	-4.781250000000014655e-03	6.296874999999979572e-03	9.843749999999817923e-04
9.631875000000007625e-08	1.164062500000007105e-02	-2.312499999999995115e-03	-2.765625000000049294e-03	1.914062500000007772e-03
9.635875000000006867e-08	7.812500000037303494e-05	-2.359374999999996891e-03	-1.562500000001909584e-05	1.148437499999988010e-03
9.639875000000007432e-08	-1.117187500000005329e-02	-9.187500000000015099e-03	3.718749999999992895e-03	-2.343750000000088818e-04
9.643875000000006674e-08	-2.835937499999996447e-02	-2.187500000000008882e-03	7.609374999999973799e-03	9.921874999999913403e-04
9.647875000000007239e-08	-2.828125000000003553e-02	5.156250000000195399e-04	3.906249999999777955e-04	-2.492187499999992673e-03
9.651875000000006480e-08	-3.343749999999978684e-02	-7.656249999999920064e-04	-2.875000000000016431e-03	8.671875000000051070e-04
9.655875000000007046e-08	-2.898437499999984013e-02	-4.531249999999986677e-04	-9.843750000000373035e-04	-5.624999999999935607e-04
9.659875000000007611e-08	-2.835937499999996447e-02	-3.750000000000142109e-04	3.796874999999977351e-03	1.015624999999853451e-04
9.663875000000006853e-08	-5.531249999999987566e-02	5.000000000000004441e-04	-3.750000000000031086e-03	2.734375000000011102e-04
9.667875000000007418e-08	-2.242187500000003553e-02	-4.656249999999972911e-03	-1.046875000000002665e-03	5.078124999999822364e-04
9.671875000000006660e-08	-3.804687500000003553e-02	-3.874999999999961808e-03	-2.281250000000012434e-03	8.124999999999937828e-04
9.675875000000007225e-08	-7.031249999998046007e-04	-1.875000000000071054e-04	-2.125000000000043521e-03	3.515624999999855671e-04
9.679875000000006466e-08	-2.867187499999968026e-02	-3.437499999999760192e-04	3.468749999999964917e-03	-5.390624999999926725e-04
9.683875000000007032e-08	-4.070312499999984013e-02	-2.609374999999969358e-03	6.281249999999960476e-03	-4.453125000000168754e-04
9.687875000000007597e-08	-4.484374999999962697e-02	-6.937499999999985345e-03	2.499999999999724665e-04	4.921874999999908962e-04
9.691875000000006839e-08	-5.703124999999698019e-03	-7.843749999999982681e-03	-1.843750000000032863e-03	5.078124999999822364e-04
9.695875000000007404e-08	2.742187500000037303e-02	-3.015624999999966249e-03	-6.890625000000039080e-03	-4.140625000000064393e-04
9.699875000000006646e-08	7.812500000037303494e-05	-3.124999999999988898e-03	-8.125000000000492939e-04	-4.218750000000159872e-04
9.703875000000007211e-08	-2.734374999999733546e-03	-2.421874999999962252e-03	2.796874999999976463e-03	3.828124999999960032e-04
9.707875000000007776e-08	-2.921874999999962697e-02	-4.328124999999960476e-03	2.109374999999968914e-03	-2.359374999999996891e-03
9.711875000000007018e-08	-1.796874999999698019e-03	1.562500000000244249e-04	-3.812500000000051958e-03	-4.648437500000018874e-03
9.715875000000007583e-08	-1.179687499999992895e-02	-8.437499999999764633e-04	-3.046875000000004441e-03	8.593749999999955591e-04
9.719875000000006825e-08	-2.624999999999966249e-02	4.843750000000368594e-04	2.015624999999965361e-03	1.437499999999980460e-03
9.723875000000007390e-08	-2.085937499999968026e-02	-4.843749999999980016e-03	-3.484375000000039524e-03	1.835937499999995559e-03
9.727875000000006632e-08	-3.710937500000000000e-02	-2.390624999999979572e-03	-5.375000000000018652e-03	-7.109375000000084377e-04
9.731875000000007197e-08	-1.249999999999973355e-02	-3.453125000000001332e-03	-1.031250000000039080e-03	-2.648437500000017097e-03
9.735875000000007762e-08	-1.328124999999991118e-02	-4.796874999999978240e-03	6.093749999999675815e-04	-1.445312500000017764e-03
9.739875000000007004e-08	-3.828124999999626965e-03	-5.031249999999987121e-03	1.953125000000000000e-03	-1.312499999999994227e-03
9.743875000000007569e-08	-3.359374999999964473e-02	1.000000000000000888e-03	-1.265625000000047962e-03	8.046874999999842348e-04
9.747875000000006811e-08	-2.882812499999998224e-02	-5.437499999999984013e-03	-1.328125000000013323e-03	1.570312500000003997e-03
9.751875000000007376e-08	-1.179687499999992895e-02	-2.812499999999995559e-03	2.265624999999993339e-03	1.179687499999998446e-03
9.755875000000006618e-08	-1.914062499999991118e-02	-4.671874999999992006e-03	7.218749999999996003e-03	-2.265624999999993339e-04
9.759875000000007183e-08	1.906249999999998224e-02	-4.328124999999960476e-03	-3.750000000000031086e-03	-1.781250000000011990e-03
9.763875000000007748e-08	9.687500000000071054e-03	-8.187500000000014211e-03	-1.126562500000000133e-02	-1.765624999999992895e-03
9.767875000000006990e-08	-1.507812500000005329e-02	-6.265624999999996891e-03	-1.054687500000001110e-02	-2.437500000000009104e-03
9.771875000000007555e-08	-3.218750000000003553e-02	-2.500000000000002220e-03	-8.750000000000146549e-04	-4.617187500000008438e-03
9.775875000000006797e-08	-2.851562499999982236e-02	1.765624999999992895e-03	1.593749999999949374e-03	-3.523437500000003997e-03
9.779875000000007362e-08	-3.203124999999973355e-02	-3.406249999999999556e-03	-3.906250000000000000e-03	-4.195312499999992450e-03
9.783875000000006604e-08	-4.609374999999804601e-03	-7.296874999999980460e-03	3.046874999999948930e-03	9.062499999999973355e-04
9.787875000000007169e-08	-1.804687500000001776e-02	-4.093750000000007105e-03	4.812499999999997335e-03	-7.421875000000188738e-04
9.791875000000007734e-08	-3.851562500000005329e-02	-1.921874999999961808e-03	5.468749999999966693e-03	8.828124999999964473e-04
9.795875000000006976e-08	-2.156249999999992895e-02	-4.843749999999813483e-04	7.249999999999978684e-03	8.828124999999964473e-04
9.799875000000007541e-08	-6.249999999998756550e-04	-4.078124999999988010e-03	5.156249999999640288e-04	-7.031250000000266454e-05
9.803875000000006783e-08	-1.484374999999982236e-02	-3.140625000000007994e-03	-2.843750000000033751e-03	-2.968750000000019984e-03
9.807875000000007348e-08	-8.515624999999804601e-03	-3.093750000000006217e-03	-6.093750000000230926e-04	7.656249999999920064e-04
9.811875000000006590e-08	-8.359374999999946709e-03	-6.203124999999976019e-03	-1.843750000000032863e-03	-7.343750000000093259e-04
9.815875000000007155e-08	-3.585937499999980460e-02	-1.064062500000001465e-02	1.859374999999996447e-03	7.812499999981792342e-06
9.819875000000007720e-08	-8.593749999996624922e-04	-8.203124999999977796e-03	2.343749999999533706e-04	1.171875000000044409e-04
9.823875000000006962e-08	8.125000000000159872e-03	-1.578124999999985789e-03	3.640624999999952927e-03	-2.640625000000007550e-03
9.827875000000007527e-08	3.984375000000373035e-03	-1.124999999999987121e-03	3.921874999999963585e-03	-1.398437500000015987e-03
9.831875000000006769e-08	-1.468749999999996447e-02	-2.046875000000003553e-03	-3.796875000000032863e-03	7.421874999999911182e-04
9.835875000000007334e-08	-3.234374999999989342e-02	-2.359374999999996891e-03	-7.921875000000022649e-03	-4.765624999999995559e-04
9.839875000000006576e-08	-2.726562499999962697e-02	-5.359374999999999556e-03	-8.593750000000510703e-04	-5.468750000001132427e-05
9.843875000000007141e-08	-2.578124999999875655e-03	-3.421874999999963141e-03	1.906249999999998224e-03	-3.359374999999942268e-04
9.847875000000007706e-08	-9.531249999999769074e-03	-2.343749999999977796e-03	6.031249999999988010e-03	-6.015625000000135447e-04
9.851875000000006948e-08	-8.281250000000017764e-03	-9.171874999999996003e-03	3.124999999998268052e-05	-1.328124999999957812e-04
9.855875000000007513e-08	-4.000000000000003553e-02	-7.468749999999968470e-03	2.453125000000000444e-03	7.109374999999806821e-04
9.859875000000006755e-08	-2.921874999999962697e-02	-2.468749999999964029e-03	1.406249999999498179e-04	7.656249999999920064e-04
9.863875000000007320e-08	-4.218749999999715783e-03	-9.468749999999970246e-03	4.687499999999622524e-04	-2.554687500000013545e-03
9.867875000000006562e-08	1.210937500000008882e-02	-6.406250000000002220e-03	1.937499999999980904e-03	-2.062499999999994893e-03
9.871875000000007127e-08	-1.617187499999994671e-02	-2.421874999999962252e-03	-2.953125000000000888e-03	3.671875000000046629e-04
9.875875000000007692e-08	-2.343750000000000000e-02	-4.093750000000007105e-03	3.374999999999961364e-03	2.914062499999980904e-03
9.879875000000006934e-08	-2.304687499999991118e-02	-2.359374999999996891e-03	5.187499999999956035e-03	2.789062499999994671e-03
9.883875000000007499e-08	-8.671874999999662492e-03	-2.953125000000000888e-03	6.406249999999502620e-04	-2.421875000000017764e-03
9.887875000000006741e-08	1.046875000000024869e-02	-3.718749999999992895e-03	-5.140625000000009770e-03	-1.179687499999998446e-03
9.891875000000007306e-08	-1.195312499999978684e-02	-3.281250000000013323e-03	-4.296875000000033307e-03	6.249999999999311662e-05
9.895875000000006548e-08	-2.476562499999968026e-02	-3.109374999999969802e-03	-3.828125000000015543e-03	1.843750000000005107e-03
9.899875000000007113e-08	-3.328124999999992895e-02	-3.593750000000006661e-03	5.578124999999989342e-03	-7.812500000000111022e-04
9.903875000000007678e-08	-1.781249999999978684e-02	1.078124999999985345e-03	5.234374999999957812e-03	-1.617187500000005773e-03
9.907875000000006920e-08	6.250000000000088818e-03	-1.265624999999992450e-03	1.874999999999960032e-03	-1.179687499999998446e-03
9.911875000000007485e-08	-1.914062499999991118e-02	-5.234375000000013323e-03	-3.421875000000018652e-03	4.453124999999891198e-04
9.915875000000006727e-08	-3.585937499999980460e-02	-2.812499999999995559e-03	1.687499999999952927e-03	-8.593749999999955591e-04
9.919875000000007292e-08	-3.820312499999989342e-02	1.546875000000003109e-03	1.249999999999862332e-04	3.124999999998268052e-05
9.923875000000006534e-08	-1.460937500000003553e-02	4.781250000000014655e-03	2.562499999999967581e-03	2.976562500000001776e-03
9.927875000000007099e-08	7.968750000000301981e-03	-1.171874999999988898e-03	-3.125000000000044409e-03	1.617187500000005773e-03
9.931875000000007664e-08	-1.835937499999973355e-02	-3.421874999999963141e-03	-2.312500000000050626e-03	-9.609375000000086597e-04
9.935875000000006906e-08	-2.734374999999733546e-03	-3.437499999999982236e-03	-2.656250000000026645e-03	-4.531249999999986677e-04
