# time	Trigger	RGA	Intrepid	Pockels_Monitor	
1.911119999999999924e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.911280000000000105e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.911439999999999863e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.911600000000000044e-06	1.669999999999999929e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.911759999999999802e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	-2.000000000000000389e-02
1.911919999999999984e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	-2.000000000000000389e-02
1.912080000000000165e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.912239999999999923e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.912400000000000104e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.912559999999999862e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.912720000000000044e-06	1.689999999999999947e+00	6.000000000000005329e-03	-8.000000000000118128e-03	2.000000000000000389e-02
1.912879999999999802e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913039999999999983e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913200000000000165e-06	1.689999999999999947e+00	-2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913359999999999922e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.913520000000000104e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913679999999999862e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913840000000000043e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.913999999999999801e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.914159999999999983e-06	1.689999999999999947e+00	6.000000000000005329e-03	7.999999999999896083e-03	-2.000000000000000389e-02
1.914320000000000164e-06	1.689999999999999947e+00	6.000000000000005329e-03	7.999999999999896083e-03	-2.000000000000000389e-02
1.914479999999999922e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.914640000000000103e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.914799999999999861e-06	1.669999999999999929e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.914960000000000043e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.915119999999999801e-06	1.709999999999999964e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.915279999999999982e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.915440000000000163e-06	1.689999999999999947e+00	6.000000000000005329e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.915599999999999921e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.915760000000000103e-06	1.709999999999999964e+00	-2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.915919999999999861e-06	1.709999999999999964e+00	-2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.916080000000000042e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.916239999999999800e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.916399999999999981e-06	1.689999999999999947e+00	-2.000000000000001776e-03	-1.110223024625156540e-16	-2.000000000000000389e-02
1.916560000000000163e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.916719999999999921e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.916880000000000102e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.917039999999999860e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.917200000000000042e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.917359999999999799e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.917519999999999981e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.917680000000000162e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.917839999999999920e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.918000000000000102e-06	1.669999999999999929e+00	6.000000000000005329e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.918159999999999860e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.918320000000000041e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.918479999999999799e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.918639999999999980e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.918800000000000162e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.918959999999999920e-06	1.689999999999999947e+00	2.000000000000001776e-03	7.999999999999896083e-03	2.000000000000000389e-02
