# time (ps)	level	
8.250000000000000000e+03	0.000000000000000000e+00
8.375000000000000000e+03	0.000000000000000000e+00
8.500000000000000000e+03	0.000000000000000000e+00
8.625000000000000000e+03	0.000000000000000000e+00
8.750000000000000000e+03	0.000000000000000000e+00
8.875000000000000000e+03	0.000000000000000000e+00
9.000000000000000000e+03	0.000000000000000000e+00
9.125000000000000000e+03	0.000000000000000000e+00
9.250000000000000000e+03	0.000000000000000000e+00
9.375000000000000000e+03	0.000000000000000000e+00
9.500000000000000000e+03	0.000000000000000000e+00
9.625000000000000000e+03	0.000000000000000000e+00
9.750000000000000000e+03	0.000000000000000000e+00
9.875000000000000000e+03	0.000000000000000000e+00
1.000000000000000000e+04	0.000000000000000000e+00
1.012500000000000000e+04	0.000000000000000000e+00
1.025000000000000000e+04	0.000000000000000000e+00
1.037500000000000000e+04	0.000000000000000000e+00
1.050000000000000000e+04	0.000000000000000000e+00
1.062500000000000000e+04	0.000000000000000000e+00
1.075000000000000000e+04	0.000000000000000000e+00
1.087500000000000000e+04	0.000000000000000000e+00
1.100000000000000000e+04	0.000000000000000000e+00
1.112500000000000000e+04	0.000000000000000000e+00
1.125000000000000000e+04	0.000000000000000000e+00
1.137500000000000000e+04	0.000000000000000000e+00
